index,timestamp,message,cam_wind_direction
0,2025-06-11T08:17:12.602524,N,N
1,2025-06-11T08:17:16.866958,W,W
2,2025-06-11T08:17:29.580594,E,E
3,2025-06-11T08:17:46.157759,S,S
4,2025-06-11T08:18:02.268955,W,W
5,2025-06-11T08:18:10.120090,W,S
6,2025-06-11T08:18:18.004859,W,S
7,2025-06-11T08:18:22.022019,W,E
8,2025-06-11T08:18:26.085098,W,S
9,2025-06-11T08:18:30.040000,S,S
10,2025-06-11T08:18:34.019814,S,E
11,2025-06-11T08:18:38.520453,S,S
12,2025-06-11T08:18:43.520463,S,S
13,2025-06-11T08:18:52.291721,S,E
14,2025-06-11T08:18:53.520450,S,E
15,2025-06-11T08:19:02.350451,N,N
16,2025-06-11T08:19:10.393849,S,S
17,2025-06-11T08:19:22.458430,S,S
18,2025-06-11T08:19:30.381920,S,S
19,2025-06-11T08:19:50.058454,S,S
20,2025-06-11T08:20:10.220715,S,N
21,2025-06-11T08:20:30.329534,S,N
22,2025-06-11T08:20:58.074620,S,N
23,2025-06-11T08:21:26.212086,S,S
24,2025-06-11T08:21:50.432307,S,N
25,2025-06-11T08:22:10.992467,S,W
26,2025-06-11T08:22:38.456166,S,W
27,2025-06-11T08:23:02.132102,S,S
28,2025-06-11T08:23:26.032179,S,N
29,2025-06-11T08:23:58.764554,N,N
30,2025-06-11T08:24:31.020943,W,W
31,2025-06-11T08:24:58.910208,W,S
32,2025-06-11T08:25:27.090162,W,N
33,2025-06-11T08:25:59.288607,W,W
34,2025-06-11T08:26:27.564954,W,N
35,2025-06-11T08:26:55.762739,S,S
36,2025-06-11T08:27:23.879510,N,N
