index,timestamp,message,cam_wind_direction
1,2025-06-13T15:43:04.323970,N,N
2,2025-06-13T15:43:08.356403,S,E
3,2025-06-13T15:43:12.431931,S,S
4,2025-06-13T15:43:16.414436,W,W
5,2025-06-13T15:43:20.436312,W,E
6,2025-06-13T15:43:24.687057,S,S
7,2025-06-13T15:43:28.880387,E,E
8,2025-06-13T15:43:32.708687,N,N
9,2025-06-13T15:43:36.913193,N,N
10,2025-06-13T15:43:41.032565,E,E
11,2025-06-13T15:43:45.261543,S,S
12,2025-06-13T15:43:49.163015,S,S
13,2025-06-13T15:43:53.029774,S,E
14,2025-06-13T15:43:56.905377,S,E
15,2025-06-13T15:44:00.912428,S,E
16,2025-06-13T15:44:04.765373,E,E
17,2025-06-13T15:44:08.609160,E,E
18,2025-06-13T15:44:12.498805,W,W
19,2025-06-13T15:44:16.611829,S,S
20,2025-06-13T15:44:20.515821,W,W
21,2025-06-13T15:44:24.634260,W,W
22,2025-06-13T15:44:28.557653,N,N
23,2025-06-13T15:44:32.515215,E,E
24,2025-06-13T15:44:36.436181,S,S
25,2025-06-13T15:44:40.538650,S,S
26,2025-06-13T15:44:44.648410,E,E
27,2025-06-13T15:44:49.033869,E,E
28,2025-06-13T15:44:53.196998,E,E
29,2025-06-13T15:44:57.335541,S,S
30,2025-06-13T15:45:01.457573,S,S
31,2025-06-13T15:45:05.470860,S,S
32,2025-06-13T15:45:09.564794,S,S
33,2025-06-13T15:45:13.550940,W,W
34,2025-06-13T15:45:17.528355,W,W
35,2025-06-13T15:45:21.436650,N,N
36,2025-06-13T15:45:25.461421,N,N
37,2025-06-13T15:45:29.523140,S,S
38,2025-06-13T15:45:33.432708,W,W
39,2025-06-13T15:45:37.634645,W,W
40,2025-06-13T15:45:41.833754,W,W
41,2025-06-13T15:45:45.971458,N,N
42,2025-06-13T15:45:50.141029,N,N
43,2025-06-13T15:45:54.126765,W,W
44,2025-06-13T15:45:58.055797,E,E
45,2025-06-13T15:46:02.160297,E,E
46,2025-06-13T15:46:06.082987,E,E
47,2025-06-13T15:46:10.170351,S,S
48,2025-06-13T15:46:14.294116,E,E
49,2025-06-13T15:46:18.444372,W,W
50,2025-06-13T15:46:22.569658,S,S
51,2025-06-13T15:46:26.715143,E,E
52,2025-06-13T15:46:30.714093,W,W
53,2025-06-13T15:46:34.906184,W,W
54,2025-06-13T15:46:38.790594,N,N
55,2025-06-13T15:46:42.759398,W,W
56,2025-06-13T15:46:46.696440,W,W
57,2025-06-13T15:46:50.833141,N,N
58,2025-06-13T15:46:54.715104,E,E
59,2025-06-13T15:46:58.668512,E,E
60,2025-06-13T15:47:02.772157,E,E
61,2025-06-13T15:47:06.882923,W,W
62,2025-06-13T15:47:10.814416,S,S
63,2025-06-13T15:47:14.796770,W,W
64,2025-06-13T15:47:18.604006,W,W
65,2025-06-13T15:47:22.547503,N,N
66,2025-06-13T15:47:26.381676,N,N
67,2025-06-13T15:47:30.529185,N,N
68,2025-06-13T15:47:34.541675,W,W
69,2025-06-13T15:47:38.438727,N,N
70,2025-06-13T15:47:42.319041,W,W
71,2025-06-13T15:47:46.362458,N,N
72,2025-06-13T15:47:50.051699,N,N
73,2025-06-13T15:47:54.166779,N,N
74,2025-06-13T15:47:58.156115,W,W
75,2025-06-13T15:48:02.031648,N,N
76,2025-06-13T15:48:06.125729,W,W
77,2025-06-13T15:48:10.350280,N,N
78,2025-06-13T15:48:14.336994,E,E
79,2025-06-13T15:48:18.251262,S,S
80,2025-06-13T15:48:22.001446,S,S
81,2025-06-13T15:48:25.903139,E,E
82,2025-06-13T15:48:29.945823,S,S
83,2025-06-13T15:48:33.845843,S,S
84,2025-06-13T15:48:37.689962,S,S
85,2025-06-13T15:48:41.715949,W,W
86,2025-06-13T15:48:45.854016,W,W
87,2025-06-13T15:48:49.757689,E,E
88,2025-06-13T15:48:53.591742,E,E
89,2025-06-13T15:48:57.417499,W,W
90,2025-06-13T15:49:01.236064,N,N
91,2025-06-13T15:49:05.323765,N,N
92,2025-06-13T15:49:09.141558,N,N
93,2025-06-13T15:49:12.826903,N,N
94,2025-06-13T15:49:16.660675,S,S
95,2025-06-13T15:49:20.670652,E,E
96,2025-06-13T15:49:24.575681,E,E
97,2025-06-13T15:49:28.649099,E,E
98,2025-06-13T15:49:32.683046,E,E
99,2025-06-13T15:49:36.717392,W,W
100,2025-06-13T15:49:40.714179,W,W
101,2025-06-13T15:49:44.443628,W,W
102,2025-06-13T15:49:48.273735,W,W
103,2025-06-13T15:49:52.389344,W,W
104,2025-06-13T15:49:56.301630,N,N
105,2025-06-13T15:50:00.325836,N,N
106,2025-06-13T15:50:04.489877,N,N
107,2025-06-13T15:50:08.477086,N,N
108,2025-06-13T15:50:12.464579,N,N
109,2025-06-13T15:50:16.281298,E,E
110,2025-06-13T15:50:20.593954,E,E
111,2025-06-13T15:50:24.747063,E,E
112,2025-06-13T15:50:28.805876,S,S
113,2025-06-13T15:50:33.013401,S,S
114,2025-06-13T15:50:37.269343,S,S
115,2025-06-13T15:50:41.085515,S,S
116,2025-06-13T15:50:45.159556,S,S
117,2025-06-13T15:50:49.157659,S,S
118,2025-06-13T15:50:53.271614,S,S
119,2025-06-13T15:50:57.062536,N,N
120,2025-06-13T15:51:00.977186,N,N
121,2025-06-13T15:51:05.031625,N,N
122,2025-06-13T15:51:09.004204,N,N
123,2025-06-13T15:51:13.123505,E,E
124,2025-06-13T15:51:17.170984,E,E
125,2025-06-13T15:51:21.065650,S,S
126,2025-06-13T15:51:25.036708,E,E
127,2025-06-13T15:51:29.000753,S,S
128,2025-06-13T15:51:32.759568,S,S
129,2025-06-13T15:51:36.844546,W,W
130,2025-06-13T15:51:40.767139,W,W
131,2025-06-13T15:51:44.517212,N,N
132,2025-06-13T15:51:48.477178,N,N
133,2025-06-13T15:51:52.490743,W,W
134,2025-06-13T15:51:56.673093,W,W
135,2025-06-13T15:52:00.435460,W,W
136,2025-06-13T15:52:04.450142,N,N
137,2025-06-13T15:52:08.679457,N,N
138,2025-06-13T15:52:12.782510,W,W
139,2025-06-13T15:52:16.676822,S,S
140,2025-06-13T15:52:20.498357,W,N
141,2025-06-13T15:52:24.303153,N,N
142,2025-06-13T15:52:28.166508,E,E
143,2025-06-13T15:52:32.084223,S,S
144,2025-06-13T15:52:35.904033,E,E
145,2025-06-13T15:52:39.769847,N,N
146,2025-06-13T15:52:43.662457,N,N
147,2025-06-13T15:52:47.743221,N,N
148,2025-06-13T15:52:51.758355,W,W
149,2025-06-13T15:52:55.556310,N,N
150,2025-06-13T15:52:59.667718,N,N
151,2025-06-13T15:53:03.534311,W,W
152,2025-06-13T15:53:07.518443,E,E
153,2025-06-13T15:53:11.312110,E,E
154,2025-06-13T15:53:15.168710,E,E
155,2025-06-13T15:53:19.098634,E,E
156,2025-06-13T15:53:23.190393,E,E
157,2025-06-13T15:53:27.065424,S,S
158,2025-06-13T15:53:30.931269,E,E
159,2025-06-13T15:53:34.774910,S,S
160,2025-06-13T15:53:38.642309,S,S
161,2025-06-13T15:53:42.450834,S,S
162,2025-06-13T15:53:46.442989,S,S
163,2025-06-13T15:53:50.589854,S,S
164,2025-06-13T15:53:54.481901,N,N
165,2025-06-13T15:53:58.336396,N,N
166,2025-06-13T15:54:02.419086,E,E
167,2025-06-13T15:54:06.385579,E,E
168,2025-06-13T15:54:10.465516,E,E
169,2025-06-13T15:54:14.364110,E,E
170,2025-06-13T15:54:18.308423,E,E
171,2025-06-13T15:54:22.254673,E,E
172,2025-06-13T15:54:26.140912,E,E
173,2025-06-13T15:54:30.027808,E,E
174,2025-06-13T15:54:34.190773,E,E
175,2025-06-13T15:54:38.153025,E,E
176,2025-06-13T15:54:42.411932,E,E
177,2025-06-13T15:54:46.362343,E,E
178,2025-06-13T15:54:50.430243,E,E
179,2025-06-13T15:54:54.594565,E,E
180,2025-06-13T15:54:58.450199,W,W
181,2025-06-13T15:55:02.294674,N,N
182,2025-06-13T15:55:06.197567,N,N
183,2025-06-13T15:55:10.301132,N,N
184,2025-06-13T15:55:14.139624,E,E
185,2025-06-13T15:55:18.016743,N,N
186,2025-06-13T15:55:22.198830,N,N
187,2025-06-13T15:55:26.294415,N,N
188,2025-06-13T15:55:30.440713,W,W
189,2025-06-13T15:55:34.493878,W,W
190,2025-06-13T15:55:38.276419,E,E
191,2025-06-13T15:55:42.129474,N,N
192,2025-06-13T15:55:46.320435,N,N
193,2025-06-13T15:55:50.449705,W,W
194,2025-06-13T15:55:54.611542,N,N
195,2025-06-13T15:55:58.543604,E,E
196,2025-06-13T15:56:02.642048,N,N
197,2025-06-13T15:56:06.476321,N,N
198,2025-06-13T15:56:10.581081,E,E
199,2025-06-13T15:56:14.621814,N,N
200,2025-06-13T15:56:18.781493,E,E
201,2025-06-13T15:56:22.953877,E,E
202,2025-06-13T15:56:26.672851,S,S
203,2025-06-13T15:56:30.490915,E,E
204,2025-06-13T15:56:34.464761,E,E
205,2025-06-13T15:56:38.367502,E,E
206,2025-06-13T15:56:42.142339,E,E
207,2025-06-13T15:56:46.301474,E,E
208,2025-06-13T15:56:50.178386,E,E
209,2025-06-13T15:56:54.032188,E,E
210,2025-06-13T15:56:58.203674,E,E
211,2025-06-13T15:57:02.548971,W,W
212,2025-06-13T15:57:06.434105,W,W
213,2025-06-13T15:57:10.689518,N,N
214,2025-06-13T15:57:14.554408,N,N
215,2025-06-13T15:57:18.641329,E,E
216,2025-06-13T15:57:22.675168,W,W
217,2025-06-13T15:57:26.784816,S,S
218,2025-06-13T15:57:30.641452,S,S
219,2025-06-13T15:57:34.403714,S,S
220,2025-06-13T15:57:38.509264,E,E
221,2025-06-13T15:57:42.292185,N,N
222,2025-06-13T15:57:46.173808,N,N
223,2025-06-13T15:57:50.271379,N,N
224,2025-06-13T15:57:54.323358,W,W
225,2025-06-13T15:57:58.430952,N,N
226,2025-06-13T15:58:02.262143,N,N
227,2025-06-13T15:58:06.049886,W,W
228,2025-06-13T15:58:10.256048,S,S
229,2025-06-13T15:58:14.379275,N,N
230,2025-06-13T15:58:18.185314,S,S
231,2025-06-13T15:58:22.258645,S,S
232,2025-06-13T15:58:26.225029,S,S
233,2025-06-13T15:58:30.146425,N,N
234,2025-06-13T15:58:34.295907,S,S
235,2025-06-13T15:58:38.300209,S,S
236,2025-06-13T15:58:42.238002,S,S
237,2025-06-13T15:58:46.415522,S,S
238,2025-06-13T15:58:50.370245,S,S
239,2025-06-13T15:58:54.164138,E,E
240,2025-06-13T15:58:58.109407,S,S
241,2025-06-13T15:59:02.159811,W,W
242,2025-06-13T15:59:06.188995,W,W
243,2025-06-13T15:59:10.138738,W,W
244,2025-06-13T15:59:13.856266,N,N
245,2025-06-13T15:59:17.653169,E,E
246,2025-06-13T15:59:21.787682,N,N
247,2025-06-13T15:59:25.779955,E,E
248,2025-06-13T15:59:29.827316,S,S
249,2025-06-13T15:59:33.766515,E,E
250,2025-06-13T15:59:37.729238,E,E
251,2025-06-13T15:59:41.542575,E,E
252,2025-06-13T15:59:45.607627,S,S
253,2025-06-13T15:59:49.429153,E,E
254,2025-06-13T15:59:53.303534,E,E
255,2025-06-13T15:59:57.345795,N,N
256,2025-06-13T16:00:01.399784,E,E
257,2025-06-13T16:00:05.370739,N,N
258,2025-06-13T16:00:09.295538,N,N
259,2025-06-13T16:00:13.022485,E,E
260,2025-06-13T16:00:16.952166,E,E
261,2025-06-13T16:00:20.979067,E,E
262,2025-06-13T16:00:24.977869,E,E
263,2025-06-13T16:00:29.053870,E,E
264,2025-06-13T16:00:33.016034,S,S
265,2025-06-13T16:00:37.101329,S,S
266,2025-06-13T16:00:41.197811,E,E
267,2025-06-13T16:00:45.133712,E,E
268,2025-06-13T16:00:49.288344,E,E
269,2025-06-13T16:00:53.210668,S,S
270,2025-06-13T16:00:56.980313,S,S
271,2025-06-13T16:01:00.824546,S,S
272,2025-06-13T16:01:04.666761,W,W
273,2025-06-13T16:01:08.730118,N,N
274,2025-06-13T16:01:12.942194,N,N
275,2025-06-13T16:01:16.749778,N,N
276,2025-06-13T16:01:20.801740,N,N
277,2025-06-13T16:01:24.685673,W,W
278,2025-06-13T16:01:28.448477,N,N
279,2025-06-13T16:01:32.264900,N,N
280,2025-06-13T16:01:36.208378,N,N
281,2025-06-13T16:01:40.013783,N,N
282,2025-06-13T16:01:43.827496,E,E
283,2025-06-13T16:01:47.643073,E,E
284,2025-06-13T16:01:51.650583,E,E
285,2025-06-13T16:01:55.496532,E,E
286,2025-06-13T16:01:59.351560,E,E
287,2025-06-13T16:02:03.427168,S,S
288,2025-06-13T16:02:07.486902,S,S
