index,timestamp,message,cam_wind_direction
1,2025-06-13T15:43:22.370258,E,N
2,2025-06-13T15:43:26.335807,N,N
3,2025-06-13T15:43:30.310193,E,N
4,2025-06-13T15:43:34.377000,W,S
5,2025-06-13T15:43:38.473385,E,N
6,2025-06-13T15:43:42.420231,E,E
7,2025-06-13T15:43:46.239373,E,E
8,2025-06-13T15:43:50.119842,E,N
9,2025-06-13T15:43:53.893332,E,N
10,2025-06-13T15:43:57.655476,E,E
11,2025-06-13T15:44:01.461650,E,S
12,2025-06-13T15:44:05.234762,E,W
13,2025-06-13T15:44:09.067732,E,S
14,2025-06-13T15:44:12.942380,E,S
15,2025-06-13T15:44:16.776524,E,S
16,2025-06-13T15:44:20.633181,E,S
17,2025-06-13T15:44:24.463031,E,W
18,2025-06-13T15:44:28.366646,E,W
19,2025-06-13T15:44:32.231089,E,N
20,2025-06-13T15:44:35.980480,E,N
21,2025-06-13T15:44:39.701552,E,N
22,2025-06-13T15:44:43.483042,N,W
23,2025-06-13T15:44:47.280172,N,E
24,2025-06-13T15:44:51.147113,E,E
25,2025-06-13T15:44:54.974710,N,N
26,2025-06-13T15:44:58.763008,N,E
27,2025-06-13T15:45:02.576050,N,E
28,2025-06-13T15:45:06.447574,N,E
29,2025-06-13T15:45:10.317428,E,E
30,2025-06-13T15:45:14.211322,E,S
31,2025-06-13T15:45:18.100123,N,S
32,2025-06-13T15:45:21.954862,E,S
33,2025-06-13T15:45:25.754706,E,W
34,2025-06-13T15:45:29.648660,E,W
35,2025-06-13T15:45:33.430406,N,W
36,2025-06-13T15:45:37.176727,N,W
37,2025-06-13T15:45:41.003933,N,N
38,2025-06-13T15:45:44.824018,N,S
39,2025-06-13T15:45:48.566445,E,E
40,2025-06-13T15:45:52.310305,N,E
41,2025-06-13T15:45:56.154386,E,E
42,2025-06-13T15:45:59.947410,E,E
43,2025-06-13T15:46:03.811426,W,N
44,2025-06-13T15:46:07.604954,N,N
45,2025-06-13T15:46:11.513805,N,E
46,2025-06-13T15:46:15.308819,S,N
47,2025-06-13T15:46:19.091634,N,N
48,2025-06-13T15:46:22.879999,S,N
49,2025-06-13T15:46:26.673898,S,E
50,2025-06-13T15:46:30.435744,S,N
51,2025-06-13T15:46:34.246654,S,E
52,2025-06-13T15:46:38.072773,S,E
