index,timestamp,global_frame_number,message,cam_wind_direction
1,2025-06-13T16:21:38.478691,59020,W,W
2,2025-06-13T16:21:43.480348,59173,E,E
3,2025-06-13T16:21:48.370735,59296,W,W
4,2025-06-13T16:21:53.385185,59448,W,W
5,2025-06-13T16:21:58.438646,59602,W,N
6,2025-06-13T16:22:03.472591,59755,W,W
7,2025-06-13T16:22:08.507412,59908,S,S
8,2025-06-13T16:22:13.425869,60060,S,S
9,2025-06-13T16:22:18.493530,60213,N,N
10,2025-06-13T16:22:23.442980,60367,S,S
11,2025-06-13T16:22:28.360732,60520,W,W
12,2025-06-13T16:22:33.442319,60673,W,W
13,2025-06-13T16:22:38.411595,60794,W,W
14,2025-06-13T16:22:43.459602,60945,N,N
15,2025-06-13T16:22:48.452030,61098,E,E
16,2025-06-13T16:22:53.503080,61251,E,E
17,2025-06-13T16:22:58.463983,61403,W,W
18,2025-06-13T16:23:03.440413,61556,W,W
19,2025-06-13T16:23:08.503559,61711,W,S
20,2025-06-13T16:23:13.399221,61864,N,N
21,2025-06-13T16:23:18.444100,62017,W,W
22,2025-06-13T16:23:23.426665,62169,W,W
23,2025-06-13T16:23:28.344595,62322,W,W
24,2025-06-13T16:23:33.413677,62444,W,S
25,2025-06-13T16:23:38.390449,62596,W,W
26,2025-06-13T16:23:43.423262,62749,W,W
27,2025-06-13T16:23:48.429754,62902,W,S
28,2025-06-13T16:23:53.440912,63055,W,S
29,2025-06-13T16:23:58.418605,63208,W,W
30,2025-06-13T16:24:03.376513,63360,W,W
31,2025-06-13T16:24:08.377256,63513,N,N
32,2025-06-13T16:24:13.400317,63667,N,N
33,2025-06-13T16:24:18.344490,63819,N,S
34,2025-06-13T16:24:23.379801,63972,E,W
35,2025-06-13T16:24:28.453385,64093,W,W
36,2025-06-13T16:24:33.337073,64246,S,S
37,2025-06-13T16:24:38.379613,64399,W,W
38,2025-06-13T16:24:43.412764,64550,N,W
39,2025-06-13T16:24:48.391440,64704,W,W
40,2025-06-13T16:24:53.450512,64858,W,W
41,2025-06-13T16:24:58.339069,65011,W,W
42,2025-06-13T16:25:03.316779,65164,E,E
43,2025-06-13T16:25:08.310485,65316,N,W
44,2025-06-13T16:25:13.280843,65470,W,W
45,2025-06-13T16:25:18.376762,65623,E,E
46,2025-06-13T16:25:23.339011,65745,W,W
47,2025-06-13T16:25:28.328787,65898,W,W
48,2025-06-13T16:25:33.392316,66050,W,W
49,2025-06-13T16:25:38.364870,66204,W,W
50,2025-06-13T16:25:43.374425,66357,N,N
51,2025-06-13T16:25:48.353462,66510,N,N
52,2025-06-13T16:25:53.380249,66663,W,W
53,2025-06-13T16:25:58.365008,66815,N,N
54,2025-06-13T16:26:03.324288,66967,S,S
55,2025-06-13T16:26:08.294902,67120,W,S
56,2025-06-13T16:26:13.300007,67271,W,N
57,2025-06-13T16:26:18.447215,67393,N,N
58,2025-06-13T16:26:23.312950,67545,N,N
59,2025-06-13T16:26:28.400357,67698,N,N
60,2025-06-13T16:26:33.318157,67851,N,N
61,2025-06-13T16:26:38.300793,68004,N,W
62,2025-06-13T16:26:43.287887,68156,S,S
63,2025-06-13T16:26:48.349369,68308,N,W
64,2025-06-13T16:26:53.288590,68462,N,N
65,2025-06-13T16:26:58.364495,68614,N,S
66,2025-06-13T16:27:03.394464,68767,W,W
67,2025-06-13T16:27:08.314503,68920,S,S
68,2025-06-13T16:27:13.422104,69073,W,E
69,2025-06-13T16:27:18.295657,69196,E,E
70,2025-06-13T16:27:23.317831,69348,E,E
71,2025-06-13T16:27:28.386169,69500,W,W
72,2025-06-13T16:27:33.350456,69654,W,W
73,2025-06-13T16:27:38.357069,69808,N,N
74,2025-06-13T16:27:43.365685,69962,N,N
75,2025-06-13T16:27:48.286058,70115,S,S
76,2025-06-13T16:27:53.307165,70269,S,S
77,2025-06-13T16:27:58.334375,70422,N,N
78,2025-06-13T16:28:03.365625,70544,W,W
79,2025-06-13T16:28:08.327110,70696,E,E
80,2025-06-13T16:28:13.328477,70848,W,W
81,2025-06-13T16:28:18.325324,71000,S,S
82,2025-06-13T16:28:23.357029,71153,W,W
83,2025-06-13T16:28:28.357199,71307,N,N
84,2025-06-13T16:28:33.399934,71460,S,S
85,2025-06-13T16:28:38.349372,71614,W,W
86,2025-06-13T16:28:43.329449,71768,N,N
87,2025-06-13T16:28:48.251947,71921,E,E
88,2025-06-13T16:28:53.243435,72043,E,E
89,2025-06-13T16:28:58.373104,72197,S,S
90,2025-06-13T16:29:03.366396,72350,W,W
91,2025-06-13T16:29:08.362440,72503,W,E
92,2025-06-13T16:29:13.316567,72656,N,N
93,2025-06-13T16:29:18.349390,72808,W,W
94,2025-06-13T16:29:23.352527,72962,W,W
95,2025-06-13T16:29:28.278974,73115,S,S
96,2025-06-13T16:29:33.431312,73269,E,E
97,2025-06-13T16:29:38.338622,73421,W,W
98,2025-06-13T16:29:43.346127,73573,S,S
99,2025-06-13T16:29:48.310339,73695,W,W
100,2025-06-13T16:29:53.330846,73847,W,W
101,2025-06-13T16:29:58.312783,74001,S,S
*,*,*,*,*
102,2025-06-13T16:30:03.344745,74153,S,S
103,2025-06-13T16:30:08.432435,74306,N,N
104,2025-06-13T16:30:13.434915,74459,W,W
105,2025-06-13T16:30:18.464431,74613,N,N
106,2025-06-13T16:30:23.418847,74766,E,E
107,2025-06-13T16:30:28.365305,74920,W,W
108,2025-06-13T16:30:33.423875,75073,W,E
109,2025-06-13T16:30:38.320758,75195,S,S
110,2025-06-13T16:30:43.373676,75347,E,E
111,2025-06-13T16:30:48.331746,75499,E,E
112,2025-06-13T16:30:53.705955,75654,W,W
113,2025-06-13T16:30:58.364683,75807,E,E
114,2025-06-13T16:31:03.410924,75959,W,W
115,2025-06-13T16:31:08.337904,76114,W,E
116,2025-06-13T16:31:13.369073,76268,E,E
117,2025-06-13T16:31:18.251148,76420,S,S
118,2025-06-13T16:31:23.359507,76572,N,N
119,2025-06-13T16:31:28.391774,76695,E,E
