index,timestamp,message
0,2025-06-05T13:35:50.531947,N
1,2025-06-05T13:35:55.024737,E
2,2025-06-05T13:35:59.342044,N
3,2025-06-05T13:36:03.311628,N
4,2025-06-05T13:36:07.221375,S
5,2025-06-05T13:36:11.257681,N
6,2025-06-05T13:36:19.276068,W
7,2025-06-05T13:36:23.449827,E
8,2025-06-05T13:36:27.276948,W
9,2025-06-05T13:36:31.072153,E
10,2025-06-05T13:36:35.627072,N
11,2025-06-05T13:36:40.627068,W
12,2025-06-05T13:36:45.627183,S
13,2025-06-05T13:36:50.627061,E
14,2025-06-05T13:36:55.627064,E
15,2025-06-05T13:37:00.627059,W
16,2025-06-05T13:37:05.627061,S
17,2025-06-05T13:37:10.627067,E
18,2025-06-05T13:37:15.627074,S
19,2025-06-05T13:37:20.627066,E
20,2025-06-05T13:37:25.627059,E
21,2025-06-05T13:37:30.627057,E
22,2025-06-05T13:37:35.627054,S
23,2025-06-05T13:37:40.627063,W
24,2025-06-05T13:37:45.627069,N
25,2025-06-05T13:37:50.627089,W
26,2025-06-05T13:37:55.627071,E
27,2025-06-05T13:38:00.627058,E
28,2025-06-05T13:38:05.627059,W
29,2025-06-05T13:38:10.627070,N
30,2025-06-05T13:38:15.627075,E
31,2025-06-05T13:38:20.627067,S
32,2025-06-05T13:38:25.627069,W
33,2025-06-05T13:38:30.627060,E
34,2025-06-05T13:38:38.104511,W
35,2025-06-05T13:38:41.995451,W
36,2025-06-05T13:38:46.003825,W
37,2025-06-05T13:38:50.627069,W
38,2025-06-05T13:38:55.627089,W
39,2025-06-05T13:39:00.627075,W
40,2025-06-05T13:39:05.627048,W
41,2025-06-05T13:39:10.627066,N
42,2025-06-05T13:39:15.627086,E
43,2025-06-05T13:39:20.627075,E
44,2025-06-05T13:39:25.627078,W
45,2025-06-05T13:39:30.627086,S
46,2025-06-05T13:39:39.357407,N
47,2025-06-05T13:39:43.445160,E
48,2025-06-05T13:39:47.527622,S
49,2025-06-05T13:39:51.267635,N
50,2025-06-05T13:39:55.627075,W
51,2025-06-05T13:40:00.627082,E
52,2025-06-05T13:40:05.627059,N
53,2025-06-05T13:40:10.627063,N
54,2025-06-05T13:40:15.627080,S
55,2025-06-05T13:40:20.627051,W
56,2025-06-05T13:40:25.627080,W
57,2025-06-05T13:40:30.627061,W
58,2025-06-05T13:40:35.627078,S
59,2025-06-05T13:40:40.627081,S
60,2025-06-05T13:40:48.922068,N
61,2025-06-05T13:40:53.047361,E
62,2025-06-05T13:40:57.196980,S
63,2025-06-05T13:41:00.958658,E
64,2025-06-05T13:41:05.627061,E
65,2025-06-05T13:41:10.627083,S
66,2025-06-05T13:41:15.627056,S
67,2025-06-05T13:41:20.627063,N
68,2025-06-05T13:41:25.627051,W
69,2025-06-05T13:41:30.627060,N
70,2025-06-05T13:41:35.627065,E
71,2025-06-05T13:41:40.627084,S
72,2025-06-05T13:41:45.627074,N
73,2025-06-05T13:41:50.627088,N
74,2025-06-05T13:41:55.627093,N
75,2025-06-05T13:42:00.627091,S
76,2025-06-05T13:42:05.627082,W
77,2025-06-05T13:42:10.627072,N
78,2025-06-05T13:42:15.627074,S
79,2025-06-05T13:42:20.627080,W
80,2025-06-05T13:42:25.627060,S
81,2025-06-05T13:42:30.627058,N
82,2025-06-05T13:42:35.627068,E
83,2025-06-05T13:42:43.624434,W
84,2025-06-05T13:42:47.346618,N
85,2025-06-05T13:42:51.081605,W
86,2025-06-05T13:42:55.627074,W
87,2025-06-05T13:43:00.627047,W
88,2025-06-05T13:43:05.627085,S
89,2025-06-05T13:43:10.627061,S
90,2025-06-05T13:43:15.627081,S
91,2025-06-05T13:43:20.627081,S
92,2025-06-05T13:43:25.627070,S
93,2025-06-05T13:43:30.627081,S
94,2025-06-05T13:43:35.627082,S
95,2025-06-05T13:43:40.627307,W
96,2025-06-05T13:43:45.627051,N
97,2025-06-05T13:43:50.627079,N
98,2025-06-05T13:43:55.627074,E
99,2025-06-05T13:44:00.627084,S
100,2025-06-05T13:44:05.627072,E
101,2025-06-05T13:44:10.627088,S
102,2025-06-05T13:44:15.627078,E
103,2025-06-05T13:44:20.627068,N
104,2025-06-05T13:44:25.627073,N
105,2025-06-05T13:44:33.450511,E
106,2025-06-05T13:44:37.081007,W
107,2025-06-05T13:44:41.038192,E
108,2025-06-05T13:44:49.148622,N
109,2025-06-05T13:44:52.886761,N
110,2025-06-05T13:44:56.805079,N
111,2025-06-05T13:45:04.253419,N
112,2025-06-05T13:45:07.998647,E
113,2025-06-05T13:45:12.086681,N
114,2025-06-05T13:45:16.179063,N
115,2025-06-05T13:45:24.068295,E
