index,timestamp,message,cam_wind_direction
1,2025-06-13T15:13:24.189323,E,N
2,2025-06-13T15:13:28.692003,E,E
3,2025-06-13T15:13:33.780842,W,W
4,2025-06-13T15:13:38.630505,S,S
5,2025-06-13T15:13:43.710739,S,S
6,2025-06-13T15:13:48.699228,N,N
7,2025-06-13T15:13:53.746348,S,S
8,2025-06-13T15:13:58.632878,N,W
9,2025-06-13T15:14:03.611803,W,W
10,2025-06-13T15:14:08.691591,W,W
11,2025-06-13T15:14:13.585659,E,W
12,2025-06-13T15:14:18.598153,W,W
13,2025-06-13T15:14:23.634222,E,E
14,2025-06-13T15:14:28.640064,N,N
15,2025-06-13T15:14:33.626062,E,W
16,2025-06-13T15:14:38.594512,N,N
17,2025-06-13T15:14:43.597531,N,N
18,2025-06-13T15:14:48.597222,E,W
19,2025-06-13T15:14:53.522342,W,W
20,2025-06-13T15:14:58.672956,N,N
21,2025-06-13T15:15:03.650786,W,W
22,2025-06-13T15:15:08.616621,E,E
23,2025-06-13T15:15:13.600167,W,W
24,2025-06-13T15:15:18.529472,W,W
25,2025-06-13T15:15:23.610830,W,W
26,2025-06-13T15:15:28.543567,E,E
27,2025-06-13T15:15:33.570441,N,N
28,2025-06-13T15:15:38.508450,N,N
29,2025-06-13T15:15:43.635221,W,W
30,2025-06-13T15:15:48.643781,W,W
31,2025-06-13T15:15:53.494898,N,N
32,2025-06-13T15:15:58.653633,W,W
33,2025-06-13T15:16:03.660816,W,W
34,2025-06-13T15:16:08.662125,W,W
35,2025-06-13T15:16:13.573832,N,N
36,2025-06-13T15:16:18.608357,N,N
37,2025-06-13T15:16:23.552851,W,W
38,2025-06-13T15:16:28.497213,W,E
39,2025-06-13T15:16:33.546062,E,E
40,2025-06-13T15:16:38.557523,E,E
41,2025-06-13T15:16:43.508076,E,E
42,2025-06-13T15:16:48.732746,N,N
43,2025-06-13T15:16:53.591052,N,N
44,2025-06-13T15:16:58.557721,S,S
45,2025-06-13T15:17:03.552850,S,S
46,2025-06-13T15:17:08.500342,W,W
47,2025-06-13T15:17:13.596170,E,N
48,2025-06-13T15:17:18.564871,W,W
49,2025-06-13T15:17:23.490160,W,W
50,2025-06-13T15:17:28.557428,S,S
51,2025-06-13T15:17:33.544871,W,W
52,2025-06-13T15:17:38.557550,N,W
53,2025-06-13T15:17:43.548963,W,W
54,2025-06-13T15:17:48.566349,E,E
55,2025-06-13T15:17:53.668539,E,E
56,2025-06-13T15:17:58.538595,S,S
57,2025-06-13T15:18:03.482717,W,W
58,2025-06-13T15:18:08.548120,W,W
59,2025-06-13T15:18:13.531394,W,W
