index,timestamp,message,cam_wind_direction
1,2025-06-13T15:43:02.721485,W,N
2,2025-06-13T15:43:06.550834,N,E
3,2025-06-13T15:43:10.524091,W,W
4,2025-06-13T15:43:14.484371,E,N
5,2025-06-13T15:43:18.344462,S,W
6,2025-06-13T15:43:22.436113,W,W
7,2025-06-13T15:43:26.283850,W,W
8,2025-06-13T15:43:30.069483,W,S
9,2025-06-13T15:43:33.876902,E,N
10,2025-06-13T15:43:37.942320,N,S
11,2025-06-13T15:43:41.661708,N,S
12,2025-06-13T15:43:45.413235,S,S
13,2025-06-13T15:43:49.271604,S,W
14,2025-06-13T15:43:53.419401,W,W
15,2025-06-13T15:43:57.163442,N,N
16,2025-06-13T15:44:00.912014,W,W
17,2025-06-13T15:44:04.728466,W,W
18,2025-06-13T15:44:08.729509,W,W
19,2025-06-13T15:44:12.535436,W,W
20,2025-06-13T15:44:16.318330,S,S
21,2025-06-13T15:44:20.134760,S,S
22,2025-06-13T15:44:23.919197,W,W
23,2025-06-13T15:44:27.671770,W,W
24,2025-06-13T15:44:31.437286,W,W
25,2025-06-13T15:44:35.442115,W,W
26,2025-06-13T15:44:39.181790,W,W
27,2025-06-13T15:44:43.285469,N,N
28,2025-06-13T15:44:47.554741,W,W
29,2025-06-13T15:44:51.314227,W,W
30,2025-06-13T15:44:55.149214,W,W
31,2025-06-13T15:44:58.988549,N,N
32,2025-06-13T15:45:03.003188,E,E
33,2025-06-13T15:45:06.817579,E,E
34,2025-06-13T15:45:10.620021,W,W
35,2025-06-13T15:45:14.471403,W,W
36,2025-06-13T15:45:18.345484,W,W
37,2025-06-13T15:45:22.231189,E,E
38,2025-06-13T15:45:26.112966,W,W
39,2025-06-13T15:45:30.028563,W,W
40,2025-06-13T15:45:34.153157,W,W
41,2025-06-13T15:45:38.024045,N,N
42,2025-06-13T15:45:41.950346,N,N
43,2025-06-13T15:45:45.852534,N,N
44,2025-06-13T15:45:49.722727,N,N
45,2025-06-13T15:45:53.511784,W,W
46,2025-06-13T15:45:57.341919,E,E
47,2025-06-13T15:46:01.174647,S,S
48,2025-06-13T15:46:04.984370,S,S
49,2025-06-13T15:46:08.832714,S,S
50,2025-06-13T15:46:12.626482,W,W
51,2025-06-13T15:46:16.505294,S,S
52,2025-06-13T15:46:20.474470,W,W
53,2025-06-13T15:46:24.364041,W,W
54,2025-06-13T15:46:28.246311,N,N
55,2025-06-13T15:46:32.153066,N,N
56,2025-06-13T15:46:36.036322,E,E
57,2025-06-13T15:46:39.939324,E,E
58,2025-06-13T15:46:43.781160,W,W
59,2025-06-13T15:46:47.655315,E,E
60,2025-06-13T15:46:51.502875,W,W
61,2025-06-13T15:46:55.399248,S,S
62,2025-06-13T15:46:59.394598,S,S
63,2025-06-13T15:47:03.219545,W,W
64,2025-06-13T15:47:07.121464,S,S
