index,timestamp,message
0,2025-06-05T15:42:28.270301,E
1,2025-06-05T15:42:33.270220,E
2,2025-06-05T15:42:38.270273,E
3,2025-06-05T15:42:43.270226,E
4,2025-06-05T15:42:48.270279,E
5,2025-06-05T15:42:53.270205,E
6,2025-06-05T15:42:58.270192,E
7,2025-06-05T15:43:03.270269,E
8,2025-06-05T15:43:08.270188,E
9,2025-06-05T15:43:13.270224,E
10,2025-06-05T15:43:18.270182,E
11,2025-06-05T15:43:23.270182,E
12,2025-06-05T15:43:28.270144,E
13,2025-06-05T15:43:33.270375,E
14,2025-06-05T15:43:38.270322,E
15,2025-06-05T15:43:43.270207,E
16,2025-06-05T15:43:48.270185,E
17,2025-06-05T15:43:53.270183,E
18,2025-06-05T15:43:58.270183,E
19,2025-06-05T15:44:03.270180,E
20,2025-06-05T15:44:08.270176,E
21,2025-06-05T15:44:13.270197,E
22,2025-06-05T15:44:18.270186,E
23,2025-06-05T15:44:23.270177,E
24,2025-06-05T15:44:28.270190,E
25,2025-06-05T15:44:33.270181,E
26,2025-06-05T15:44:38.270188,E
27,2025-06-05T15:44:43.270185,E
28,2025-06-05T15:44:48.270191,E
29,2025-06-05T15:44:53.270185,E
30,2025-06-05T15:44:58.270182,E
31,2025-06-05T15:45:03.270177,E
32,2025-06-05T15:45:08.270214,E
33,2025-06-05T15:45:13.270398,E
34,2025-06-05T15:45:18.270327,E
35,2025-06-05T15:45:23.270168,E
36,2025-06-05T15:45:28.270193,E
37,2025-06-05T15:45:33.270191,E
38,2025-06-05T15:45:38.270176,E
39,2025-06-05T15:45:43.270178,E
40,2025-06-05T15:45:48.270188,E
41,2025-06-05T15:45:53.270193,E
42,2025-06-05T15:45:58.270213,E
43,2025-06-05T15:46:03.270197,E
44,2025-06-05T15:46:08.270181,E
45,2025-06-05T15:46:13.270197,E
46,2025-06-05T15:46:18.270187,E
47,2025-06-05T15:46:23.270194,E
48,2025-06-05T15:46:28.270195,E
49,2025-06-05T15:46:33.270190,E
50,2025-06-05T15:46:38.270195,E
51,2025-06-05T15:46:43.270197,E
52,2025-06-05T15:46:48.270195,E
53,2025-06-05T15:46:53.270181,E
54,2025-06-05T15:46:58.270193,E
55,2025-06-05T15:47:03.270180,E
56,2025-06-05T15:47:08.270190,E
57,2025-06-05T15:47:13.270199,E
58,2025-06-05T15:47:18.270183,E
59,2025-06-05T15:47:23.270336,E
60,2025-06-05T15:47:28.270196,E
61,2025-06-05T15:47:33.270180,E
62,2025-06-05T15:47:38.270185,E
63,2025-06-05T15:47:43.270188,E
64,2025-06-05T15:47:48.270192,E
65,2025-06-05T15:47:53.270189,E
66,2025-06-05T15:47:58.270185,E
67,2025-06-05T15:48:03.270210,E
68,2025-06-05T15:48:08.270166,E
69,2025-06-05T15:48:13.270188,E
70,2025-06-05T15:48:18.270191,E
71,2025-06-05T15:48:23.270189,E
72,2025-06-05T15:48:28.270181,E
73,2025-06-05T15:48:33.270192,E
74,2025-06-05T15:48:38.270336,E
75,2025-06-05T15:48:43.270183,E
76,2025-06-05T15:48:48.270287,E
77,2025-06-05T15:48:53.270209,E
78,2025-06-05T15:48:58.270188,E
79,2025-06-05T15:49:03.270198,E
80,2025-06-05T15:49:08.270216,E
81,2025-06-05T15:49:13.270186,E
82,2025-06-05T15:49:18.270216,E
83,2025-06-05T15:49:23.270193,E
84,2025-06-05T15:49:28.270203,E
85,2025-06-05T15:49:33.270226,E
86,2025-06-05T15:49:38.270214,E
87,2025-06-05T15:49:43.270206,E
88,2025-06-05T15:49:48.270191,E
89,2025-06-05T15:49:53.270213,E
90,2025-06-05T15:49:58.270217,E
91,2025-06-05T15:50:03.270215,E
92,2025-06-05T15:50:08.270212,E
93,2025-06-05T15:50:13.270189,E
94,2025-06-05T15:50:18.270192,E
95,2025-06-05T15:50:23.270192,E
96,2025-06-05T15:50:28.270188,E
97,2025-06-05T15:50:33.270207,E
98,2025-06-05T15:50:38.270185,E
99,2025-06-05T15:50:43.270187,E
100,2025-06-05T15:50:48.270190,E
101,2025-06-05T15:50:53.270190,E
102,2025-06-05T15:50:58.270201,E
103,2025-06-05T15:51:03.270262,E
104,2025-06-05T15:51:08.270184,E
105,2025-06-05T15:51:13.270191,E
106,2025-06-05T15:51:18.270188,E
107,2025-06-05T15:51:23.270191,E
108,2025-06-05T15:51:28.270180,E
109,2025-06-05T15:51:33.270200,E
110,2025-06-05T15:51:38.270193,E
111,2025-06-05T15:51:43.270184,E
112,2025-06-05T15:51:48.270300,E
113,2025-06-05T15:51:53.270188,E
114,2025-06-05T15:51:58.270210,E
115,2025-06-05T15:52:03.270182,E
116,2025-06-05T15:52:08.270219,E
117,2025-06-05T15:52:13.270225,E
118,2025-06-05T15:52:18.270182,E
119,2025-06-05T15:52:23.270161,E
120,2025-06-05T15:52:28.270175,E
121,2025-06-05T15:52:33.270183,E
122,2025-06-05T15:52:38.270165,E
123,2025-06-05T15:52:43.270187,E
124,2025-06-05T15:52:48.270280,E
125,2025-06-05T15:52:53.270184,E
126,2025-06-05T15:52:58.270180,E
127,2025-06-05T15:53:03.270215,E
128,2025-06-05T15:53:08.270307,E
129,2025-06-05T15:53:13.270174,E
130,2025-06-05T15:53:18.270363,E
131,2025-06-05T15:53:23.270305,E
132,2025-06-05T15:53:28.270172,E
133,2025-06-05T15:53:33.270170,E
134,2025-06-05T15:53:38.270307,E
135,2025-06-05T15:53:43.270172,E
136,2025-06-05T15:53:48.270228,E
137,2025-06-05T15:53:53.270349,E
138,2025-06-05T15:53:58.270225,E
139,2025-06-05T15:54:03.270317,E
140,2025-06-05T15:54:08.270203,E
141,2025-06-05T15:54:13.270187,E
142,2025-06-05T15:54:18.270216,E
143,2025-06-05T15:54:23.270215,E
144,2025-06-05T15:54:28.270219,E
145,2025-06-05T15:54:33.270207,E
146,2025-06-05T15:54:38.270189,E
147,2025-06-05T15:54:43.270190,E
148,2025-06-05T15:54:48.270178,E
149,2025-06-05T15:54:53.270191,E
150,2025-06-05T15:54:58.270201,E
151,2025-06-05T15:55:03.270187,E
152,2025-06-05T15:55:08.270199,E
153,2025-06-05T15:55:13.270335,E
154,2025-06-05T15:55:18.270227,E
155,2025-06-05T15:55:23.270205,E
156,2025-06-05T15:55:28.270211,E
157,2025-06-05T15:55:33.270189,E
158,2025-06-05T15:55:38.270207,E
159,2025-06-05T15:55:43.270188,E
160,2025-06-05T15:55:48.270227,E
161,2025-06-05T15:55:53.270219,E
162,2025-06-05T15:55:58.270177,E
163,2025-06-05T15:56:03.270197,E
164,2025-06-05T15:56:08.270182,E
165,2025-06-05T15:56:13.270193,E
166,2025-06-05T15:56:18.270192,E
167,2025-06-05T15:56:23.270191,E
168,2025-06-05T15:56:28.270200,E
169,2025-06-05T15:56:33.270191,E
170,2025-06-05T15:56:38.270180,E
